,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,sentence,annotation,idiom,usage,variant,pos_tags,complete,text,label
387,387,26750,40027,A machine that refuses to boot indicates incorrect power supply connections or sometimes a reversed IDE hard disk ribbon cable.,0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,to boot,literal,identical,DET NOUN ADJ VERB ADP NOUN VERB ADJ NOUN NOUN NOUN CCONJ ADV DET ADJ PROPN ADJ NOUN NOUN NOUN,1,A machine that refuses  to boot  indicates incorrect power supply connections or sometimes a reversed IDE hard disk ribbon cable.,False
388,388,18685,27974,"She put her glass down on a rock and walked into the waters of the lough, gasping as it rose up her thighs and touched her lower belly.",0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,on the rocks,literal,combined-inflection,PRON VERB ADJ NOUN PART ADP DET NOUN CCONJ VERB ADP DET NOUN ADP DET NOUN VERB ADP PRON VERB PART ADJ NOUN CCONJ VERB PRON ADJ NOUN,1,"She put her glass down  on a rock  and walked into the waters of the lough, gasping as it rose up her thighs and touched her lower belly.",False
389,389,25274,37815,"Take a warm, not hot, bath.",1 0 0 0 0 1,take a bath,literal,combined-other,VERB DET NOUN ADV ADJ NOUN,1," Take a warm, not hot, bath. ",False
390,390,18394,27683,There has been no word of apology or interest paid on money retained.,0 0 0 0 0 0 0 0 0 0 1 1 0,on the money,literal,deletion-determiner,ADV VERB VERB DET NOUN ADP NOUN CCONJ NOUN VERB ADP NOUN VERB,1,There has been no word of apology or interest paid  on money  retained.,False
391,391,11493,18325,Put these things in the black bag,0 0 0 1 0 0 1,in the bag,literal,insertion-other,VERB DET NOUN ADP DET ADJ NOUN,1,Put these things  in the black bag ,False
392,392,20484,30886,Scatter the mangetouts over the top and cook for a further 1½ — 2 minutes or until brilliant green.,0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0,over the top,literal,identical,VERB DET NOUN ADP DET NOUN CCONJ VERB ADP DET ADJ NUM PUNCT NUM NOUN CCONJ ADP ADJ NOUN,1,Scatter the mangetouts  over the top  and cook for a further 1½ — 2 minutes or until brilliant green.,False
393,393,24564,36637,Cos I 'm glad you 've got a big spot on the side of your face.,0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0,spot on,literal,identical,PROPN PRON VERB ADJ PRON VERB VERB DET ADJ NOUN ADP DET NOUN ADP ADJ NOUN,1,Cos I 'm glad you 've got a big  spot on  the side of your face.,False
394,394,11662,18494,"He looked round the drawing - room, at the pictures and looking - glasses and ornaments shrouded in black, at Alexandra herself in the first mourning dress she had ever had.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0,in the black,literal,deletion-determiner,PRON VERB ADP DET NOUN PUNCT NOUN ADP DET NOUN CCONJ VERB PUNCT NOUN CCONJ NOUN VERB ADP ADJ ADP PROPN PRON ADP DET ADJ NOUN NOUN PRON VERB ADV VERB,1,"He looked round the drawing - room, at the pictures and looking - glasses and ornaments shrouded  in black,  at Alexandra herself in the first mourning dress she had ever had.",False
395,395,18584,27873,Three times the waves nearly broke the boat on the rock.,0 0 0 0 0 0 0 0 1 0 1,on the rocks,literal,inflection,NUM NOUN DET NOUN ADV VERB DET NOUN ADP DET NOUN,1,Three times the waves nearly broke the boat  on the rock. ,False
396,396,21461,31992,The second one - day game in Guyana was played against a background of uncertainty over whether Robin Jackman was about to be asked to vacate the premises.,0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,play games,literal,misc,DET ADJ NUM PUNCT NOUN NOUN ADP PROPN VERB VERB ADP DET NOUN ADP NOUN ADP ADP PROPN PROPN VERB ADJ PART VERB VERB PART VERB DET NOUN,1,The second one - day  game in Guyana was played  against a background of uncertainty over whether Robin Jackman was about to be asked to vacate the premises.,False
397,397,17471,26619,"Log into "" docs.google.com "" page, click on the button that says Create and choose the type of document you want to create.",0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0,on the button,literal,identical,VERB ADP PUNCT X PUNCT NOUN VERB ADP DET NOUN ADJ VERB VERB CCONJ VERB DET NOUN ADP NOUN PRON VERB PART VERB,1,"Log into "" docs.google.com "" page, click  on the button  that says Create and choose the type of document you want to create.",False
398,398,4066,6134,The image of the cold wrinkled feet on the glimmering thresholds and the steam from the dim fields again shows Tithonus hopeless situation.,0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cold feet,literal,insertion-other,DET NOUN ADP DET ADJ VERB NOUN ADP DET VERB NOUN CCONJ DET NOUN ADP DET ADJ NOUN ADV VERB PROPN ADJ NOUN,1,The image of the  cold wrinkled feet  on the glimmering thresholds and the steam from the dim fields again shows Tithonus hopeless situation.,False
399,399,25019,37455,"She slept like a drunk, head on the table, one arm alongside her face, the other hanging straight from the shoulder.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1,straight from the shoulder,literal,identical,PRON VERB ADP DET ADJ NOUN ADP DET NOUN NUM NOUN ADP ADJ NOUN DET ADJ VERB ADV ADP DET NOUN,1,"She slept like a drunk, head on the table, one arm alongside her face, the other hanging  straight from the shoulder. ",False
400,400,13139,20026,"A shareholder is therefore involved in the running of the company, and shares in the profits and losses of the company.",0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0,in the running,literal,identical,DET NOUN VERB ADV VERB ADP DET NOUN ADP DET NOUN CCONJ NOUN ADP DET NOUN CCONJ NOUN ADP DET NOUN,1,"A shareholder is therefore involved  in the running  of the company, and shares in the profits and losses of the company.",False
401,401,17608,26756,"Write the word clearly ( not in capital letters ), and record your voice on the card saying it as naturally as possible.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0,on the cards,literal,inflection,VERB DET NOUN ADV PUNCT ADV ADP NOUN NOUN PUNCT CCONJ VERB ADJ NOUN ADP DET NOUN VERB PRON ADV ADV ADP ADJ,1,"Write the word clearly ( not in capital letters ), and record your voice  on the card  saying it as naturally as possible.",False
402,402,11909,18741,Every striker we 've got in the club is going and doing some finishing now ; you can hear them going.,0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0,in the club,literal,identical,DET NOUN PRON VERB VERB ADP DET NOUN VERB VERB CCONJ VERB DET NOUN ADV PUNCT PRON VERB VERB PRON VERB,1,Every striker we 've got  in the club  is going and doing some finishing now ; you can hear them going.,False
403,403,13772,20834,"OVER 50 ROMANIAN players, nearly half of them internationals, have joined French clubs.",0 0 0 0 0 0 0 0 0 0 1 0 1,join the club,literal,combined-inflection,ADP NUM PROPN NOUN ADV NOUN ADP PRON NOUN VERB VERB ADJ NOUN,1,"OVER 50 ROMANIAN players, nearly half of them internationals, have  joined French clubs. ",False
404,404,17740,26888,""" Sit beside me on my carpet, then, and I will tell you about the golden apple and the nine peahens. """,0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,on the carpet,literal,determiner-broad,PUNCT VERB ADP PRON ADP ADJ NOUN ADV CCONJ PRON VERB VERB PRON ADP DET ADJ NOUN CCONJ DET NUM NOUN PUNCT,1,""" Sit beside me  on my carpet,  then, and I will tell you about the golden apple and the nine peahens. """,False
405,405,19664,29802,Then Sigarup sat up and pulled a large lemon out of his pocket.,0 0 0 0 0 0 0 0 0 1 1 0 1,out of pocket,literal,insertion-other,ADV PROPN VERB PART CCONJ VERB DET ADJ NOUN ADP ADP ADJ NOUN,1,Then Sigarup sat up and pulled a large lemon  out of his pocket. ,False
406,406,18142,27431,The evidence for this regional divergence does not rest only on wage levels in manufacturing and mining.,0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0,on the level,literal,determiner-broad,DET NOUN ADP DET ADJ NOUN VERB ADV VERB ADV ADP NOUN NOUN ADP NOUN CCONJ NOUN,1,The evidence for this regional divergence does not rest only  on wage levels  in manufacturing and mining.,False
407,407,1205,1578,Interestingly two of the lifeboatmen — Shane Coleman and Robert Gorman were at sea in vessels other than lifeboats in their medal - winning services — and George Williamson is a commercial fisherman with no direct connection with the RNLI.,0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,at sea,literal,identical,ADV NUM ADP DET NOUN PUNCT PROPN PROPN CCONJ PROPN PROPN VERB ADP NOUN ADP NOUN ADJ ADP NOUN ADP ADJ NOUN PUNCT VERB NOUN PUNCT CCONJ PROPN PROPN VERB DET ADJ NOUN ADP DET ADJ NOUN ADP DET PROPN,1,Interestingly two of the lifeboatmen — Shane Coleman and Robert Gorman were  at sea  in vessels other than lifeboats in their medal - winning services — and George Williamson is a commercial fisherman with no direct connection with the RNLI.,False
408,408,18809,28098,"The ruling PSOE retained an effective majority of one, however, because one HB deputy, Angel Alcalde, who was on the run from the police, had not taken up his seat.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0,on the run,literal,identical,DET VERB PROPN VERB DET ADJ NOUN ADP NUM ADV ADP NUM PROPN NOUN PROPN PROPN NOUN VERB ADP DET NOUN ADP DET NOUN VERB ADV VERB PART ADJ NOUN,1,"The ruling PSOE retained an effective majority of one, however, because one HB deputy, Angel Alcalde, who was  on the run  from the police, had not taken up his seat.",False
409,409,23587,35152,"It was a deliberate policy to appeal to the family and the television audience, who came to the tournament to see their stars, not the golf stars.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0,see stars,literal,insertion-other,PRON VERB DET ADJ NOUN PART VERB ADP DET NOUN CCONJ DET NOUN NOUN NOUN VERB ADP DET NOUN PART VERB ADJ NOUN ADV DET NOUN NOUN,1,"It was a deliberate policy to appeal to the family and the television audience, who came to the tournament to  see their stars,  not the golf stars.",False
410,410,28793,42712,"They carried gold and coal, machinery and books, tea and wool, cotton goods and cheap tin trays, not only to the ends of the earth but also round the coasts and up the rivers.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1,up the river,literal,inflection,PRON VERB NOUN CCONJ NOUN NOUN CCONJ NOUN NOUN CCONJ NOUN NOUN NOUN CCONJ ADJ NOUN NOUN ADV ADV ADP DET NOUN ADP DET NOUN CCONJ ADV VERB DET NOUN CCONJ ADP DET NOUN,1,"They carried gold and coal, machinery and books, tea and wool, cotton goods and cheap tin trays, not only to the ends of the earth but also round the coasts and  up the rivers. ",False
411,411,11834,18666,‘ Fougabatics in the clear upper air were an almost religious experience … low - speed handling is every bit as gentle and benign … ’,0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,in the clear,literal,identical,PUNCT NOUN ADP DET ADJ ADJ NOUN VERB DET ADV ADJ NOUN PUNCT ADJ PUNCT NOUN NOUN VERB DET NOUN ADV ADJ CCONJ ADJ PUNCT PUNCT,1,‘ Fougabatics  in the clear  upper air were an almost religious experience … low - speed handling is every bit as gentle and benign … ’,False
412,412,27786,41376,"The corridor they had travelled along had turned an abrupt corner and then ended at a blank, curved wall.",0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0,turn the corner,literal,combined-inflection,DET NOUN PRON VERB VERB ADP VERB VERB DET ADJ NOUN CCONJ ADV VERB ADP DET ADJ VERB NOUN,1,"The corridor they had travelled along had  turned an abrupt corner  and then ended at a blank, curved wall.",False
413,413,23124,34493,Well I can run three miles.,0 0 0 1 0 1,run a mile,literal,determiner-broad,INTJ PRON VERB VERB NUM NOUN,1,Well I can  run three miles. ,False
414,414,5164,8197,"' Carl says you can do tricks with ladders, ' laughs Theodore Bixman.",0 0 0 0 0 1 1 0 0 0 0 0 0,do the trick,literal,deletion-determiner,PUNCT PROPN VERB PRON VERB VERB NOUN ADP NOUN PUNCT VERB PROPN PROPN,1,"' Carl says you can  do tricks  with ladders, ' laughs Theodore Bixman.",False
415,415,27159,40453,"As she did so, Greg's eye went back to the letter on the dressing - table.",0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0,to the letter,literal,identical,ADP PRON VERB ADV PROPN NOUN VERB ADV ADP DET NOUN ADP DET NOUN PUNCT NOUN,1,"As she did so, Greg's eye went back  to the letter  on the dressing - table.",False
416,416,10194,16172,"A third variation is the degree of supplier participation in engineering, which is highest in Japan and lowest in the US.",0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0,high and low,literal,misc,DET ADJ NOUN VERB DET NOUN ADP NOUN NOUN ADP NOUN ADJ VERB ADJ ADP PROPN CCONJ ADJ ADP DET PROPN,1,"A third variation is the degree of supplier participation in engineering, which is  highest in Japan and lowest  in the US.",False
417,417,15065,22980,"The menu is varied and if you choose to do so, you could make a full meal of it — for instance you could choose calamari, followed by Scottish salmon, followed by delicious fudge brownies.",0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,make a meal of,literal,insertion-other,DET NOUN VERB ADJ CCONJ ADP PRON VERB PART VERB ADV PRON VERB VERB DET ADJ NOUN ADP PRON PUNCT ADP NOUN PRON VERB VERB DET VERB ADP ADJ NOUN VERB ADP ADJ NOUN NOUN,1,"The menu is varied and if you choose to do so, you could  make a full meal of  it — for instance you could choose calamari, followed by Scottish salmon, followed by delicious fudge brownies.",False
418,418,9665,15300,"I agree they SEEMED to be lacking in ideas when in posession sometimes, especially when the 2 centre backs had the ball, or Batty was bringing it out.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0,have a ball,literal,combined-inflection,PRON VERB PRON VERB PART VERB VERB ADP NOUN ADV ADP NOUN ADV ADV ADV DET NUM NOUN NOUN VERB DET NOUN CCONJ PROPN VERB VERB PRON PART,1,"I agree they SEEMED to be lacking in ideas when in posession sometimes, especially when the 2 centre backs  had the ball,  or Batty was bringing it out.",False
419,419,4002,6044,"And even if you 're parking it in your driveway or close to your home, lock and secure it at all times.",0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0,close to home,literal,insertion-other,CCONJ ADV ADP PRON VERB VERB PRON ADP ADJ NOUN CCONJ VERB ADP ADJ NOUN VERB CCONJ VERB PRON ADP DET NOUN,1,"And even if you 're parking it in your driveway or  close to your home,  lock and secure it at all times.",False
420,420,24599,36672,You may be asked to concentrate on a pinpoint of light or on a particular spot on the ceiling while the therapist makes his suggestions of relaxation.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0,spot on,literal,identical,PRON VERB VERB VERB PART VERB ADP DET NOUN ADP NOUN CCONJ ADP DET ADJ NOUN ADP DET NOUN ADP DET NOUN VERB ADJ NOUN ADP NOUN,1,You may be asked to concentrate on a pinpoint of light or on a particular  spot on  the ceiling while the therapist makes his suggestions of relaxation.,False
421,421,18953,28242,"As all Sainsbury's wines, Vintage Selection or otherwise, are carefully described both on the bottle and on the shelf or rack ( and you can immediately spot the Vintage Selection area in your store because the wine is stored in special racks ), you can find something of the right character and desired sweetness with complete confidence.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,on the shelf,literal,identical,ADP DET PROPN NOUN PROPN PROPN CCONJ ADV VERB ADV VERB DET ADP DET NOUN CCONJ ADP DET NOUN CCONJ VERB PUNCT CCONJ PRON VERB ADV VERB DET PROPN PROPN NOUN ADP ADJ NOUN ADP DET NOUN VERB VERB ADP ADJ NOUN PUNCT PRON VERB VERB NOUN ADP DET ADJ NOUN CCONJ VERB NOUN ADP ADJ NOUN,1,"As all Sainsbury's wines, Vintage Selection or otherwise, are carefully described both on the bottle and  on the shelf  or rack ( and you can immediately spot the Vintage Selection area in your store because the wine is stored in special racks ), you can find something of the right character and desired sweetness with complete confidence.",False
422,422,6703,10727,"And it makes you realise that, though he may be famous for having an eye for the ladies, he also has an ear for a good song.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1,for a song,literal,insertion-other,CCONJ PRON VERB PRON VERB ADP ADP PRON VERB VERB ADJ ADP VERB DET NOUN ADP DET NOUN PRON ADV VERB DET NOUN ADP DET ADJ NOUN,1,"And it makes you realise that, though he may be famous for having an eye for the ladies, he also has an ear  for a good song. ",False
423,423,22417,33565,"One becomes accustomed to constantly ringing church bells and clocks — our local church clock chimes up to six, then at 7 o'clock it begins again, requiring a mathematical feat to work out the correct time.",0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,ring a bell,literal,combined-inflection,PRON VERB ADJ ADP ADV VERB NOUN NOUN CCONJ NOUN PUNCT ADJ ADJ NOUN NOUN VERB ADP ADP NUM ADV ADP NUM NOUN PRON VERB ADV VERB DET ADJ NOUN PART VERB PART DET ADJ NOUN,1,"One becomes accustomed to constantly  ringing church bells  and clocks — our local church clock chimes up to six, then at 7 o'clock it begins again, requiring a mathematical feat to work out the correct time.",False
424,424,28481,42146,"The big cat climbed stiffly down off the desk and squatted on a box of cat - sand under a corner table, staring straight ahead with a sublime conviction that it was invisible.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0,under the table,literal,combined-other,DET ADJ NOUN VERB ADV ADV ADP DET NOUN CCONJ VERB ADP DET NOUN ADP NOUN PUNCT NOUN ADP DET NOUN NOUN VERB ADV ADV ADP DET ADJ NOUN ADP PRON VERB ADJ,1,"The big cat climbed stiffly down off the desk and squatted on a box of cat - sand  under a corner table,  staring straight ahead with a sublime conviction that it was invisible.",False
425,425,18485,27774,"( Tye does compare this learning to learning to balance a pencil on your nose, but if that comparison is made to do any work, Tye's theory will simply be a behaviouristic one, and he usually seems to want it to be more than this. )",0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,on the nose,literal,determiner-broad,PUNCT NOUN VERB VERB DET NOUN ADP VERB PART VERB DET NOUN ADP ADJ NOUN CCONJ ADP DET NOUN VERB VERB PART VERB DET NOUN PROPN NOUN VERB ADV VERB DET ADJ NOUN CCONJ PRON ADV VERB PART VERB PRON PART VERB ADJ ADP DET PUNCT,1,"( Tye does compare this learning to learning to balance a pencil  on your nose,  but if that comparison is made to do any work, Tye's theory will simply be a behaviouristic one, and he usually seems to want it to be more than this. )",False
