,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,sentence,annotation,idiom,usage,variant,pos_tags,complete,text,label,clean_text,char_count,word_count,topic_sim_sum,topic_sim_index,topic_matches,score
802,,474,4576,,,,,,,,its vision of that awkward age when sex threatens to overwhelm everything else is acute enough to make everyone who has been there squirm with recognition .,1,,,,,,,
250,,588,104,,,,,,,,"the values that have held the enterprise crew together through previous adventures and perils do so again-courage , self-sacrifice and patience under pressure .",1,,,,,,,
419,,741,3278,,,,,,,,"take any 12-year-old boy to see this picture , and he'll be your slave for a year .",1,,,,,,,
517,,890,4745,,,,,,,,"evokes the style and flash of the double-cross that made mamet's "" house of games "" and last fall's "" heist "" so much fun .",1,,,,,,,
235,,1090,998,,,,,,,,it's a bittersweet and lyrical mix of elements .,1,,,,,,,
365,,1007,4664,,,,,,,,a remarkably alluring film set in the constrictive eisenhower era about one suburban woman's yearning in the face of a loss that shatters her cheery and tranquil suburban life .,1,,,,,,,
17,,481,4373,,,,,,,,the banter between calvin and his fellow barbers feels like a streetwise mclaughlin group . . . and never fails to entertain .,1,,,,,,,
80,,681,4837,,,,,,,,denver should not get the first and last look at one of the most triumphant performances of vanessa redgrave's career . it deserves to be seen everywhere .,1,,,,,,,
103,,104,2030,,,,,,,,succeeds only because bullock and grant were made to share the silver screen .,1,,,,,,,
598,,468,2053,,,,,,,,"warm in its loving yet unforgivingly inconsistent depiction of everyday people , relaxed in its perfect quiet pace and proud in its message . i loved this film .",1,,,,,,,
531,,1055,4379,,,,,,,,his work transcends the boy-meets-girl posturing of typical love stories .,1,,,,,,,
398,,792,4301,,,,,,,,"as directed by dani kouyate of burkina faso , sia lacks visual flair . but kouyate elicits strong performances from his cast , and he delivers a powerful commentary on how governments lie , no matter who runs them .",1,,,,,,,
193,,887,1551,,,,,,,,"majidi is an unconventional storyteller , capable of finding beauty in the most depressing places .",1,,,,,,,
649,,327,3941,,,,,,,,"though a touch too arthouse 101 in its poetic symbolism , heaven proves to be a good match of the sensibilities of two directors .",1,,,,,,,
265,,125,2686,,,,,,,,"slow and ponderous , but rohmer's drama builds to an intense indoor drama about compassion , sacrifice , and christian love in the face of political corruption .",1,,,,,,,
748,,36,1952,,,,,,,,a perfectly pleasant if slightly pokey comedy .,1,,,,,,,
476,,501,143,,,,,,,,"like mike doesn't win any points for originality . it does succeed by following a feel-good formula with a winning style , and by offering its target audience of urban kids some welcome role models and optimism .",1,,,,,,,
303,,708,1389,,,,,,,,if you dig on david mamet's mind tricks . . . rent this movie and enjoy !,1,,,,,,,
574,,62,540,,,,,,,,an ironic speculation on democracy in a culture unaccustomed to it .,1,,,,,,,
929,,368,218,,,,,,,,we get some truly unique character studies and a cross-section of americana that hollywood couldn't possibly fictionalize and be believed .,1,,,,,,,
561,,553,2800,,,,,,,,manages to be wholesome and subversive at the same time .,1,,,,,,,
342,,1092,3826,,,,,,,,it grabs you in the dark and shakes you vigorously for its duration .,1,,,,,,,
754,,866,5247,,,,,,,,waydowntown manages to nail the spirit-crushing ennui of denuded urban living without giving in to it .,1,,,,,,,
839,,520,252,,,,,,,,"you wouldn't call the good girl a date movie ( an anti-date movie is more like it ) , but when it's good , it's good and horrid .",1,,,,,,,
611,,682,929,,,,,,,,". . . a haunting vision , with images that seem more like disturbing hallucinations .",1,,,,,,,
488,,1044,5099,,,,,,,,there is something that is so meditative and lyrical about babak payami's boldly quirky iranian drama secret ballot . . . a charming and evoking little ditty that manages to show the gentle and humane side of middle eastern world politics,1,,,,,,,
248,,615,1819,,,,,,,,knows how to make our imagination wonder .,1,,,,,,,
709,,570,568,,,,,,,,"[gai] comes closer to any actress i can remember to personifying independence in its purest and , yes , most intimidating form .",1,,,,,,,
231,,280,1181,,,,,,,,"if you can stomach the rough content , it's worth checking out for the performances alone .",1,,,,,,,
185,,952,5197,,,,,,,,"a brutal and funny work . nicole holofcenter , the insightful writer/director responsible for this illuminating comedy doesn't wrap the proceedings up neatly but the ideas tie together beautifully .",1,,,,,,,
105,,576,2267,,,,,,,,the film is predictable in the reassuring manner of a beautifully sung holiday carol .,1,,,,,,,
499,,69,2271,,,,,,,,"you may be captivated , as i was , by its moods , and by its subtly transformed star , and still wonder why paul thomas anderson ever had the inclination to make the most sincere and artful movie in which adam sandler will probably ever appear .",1,,,,,,,
726,,818,1259,,,,,,,,"the film's almost unbearable portrait of sadness and grief transcends its specific story to speak to the ways in which need , history and presumption tangle , and sometimes destroy , blood ties .",1,,,,,,,
243,,130,282,,,,,,,,"it uses an old-time formula , it's not terribly original and it's rather messy -- but you just have to love the big , dumb , happy movie my big fat greek wedding .",1,,,,,,,
678,,824,708,,,,,,,,"even if the ride's a little bumpy , with a final lap that's all too suspiciously smooth , you gotta give director roger michell , best known for the superfluous notting hill , credit for trying .",1,,,,,,,
282,,1029,2017,,,,,,,,"defies logic , the laws of physics and almost anyone's willingness to believe in it . but darned if it doesn't also keep us riveted to our seats .",1,,,,,,,
637,,17,4193,,,,,,,,"eight legged freaks is clever and funny , is amused by its special effects , and leaves you feeling like you've seen a movie instead of an endless trailer .",1,,,,,,,
120,,625,1129,,,,,,,,"ao sair do cinema , eu estava feliz e com saudades de um tempo em que , para mim , a existência de papai noel era um fato inquestionável .",1,,,,,,,
260,,882,1996,,,,,,,,the entire cast is extraordinarily good .,1,,,,,,,
733,,40,2226,,,,,,,,spare yet audacious . . .,1,,,,,,,
794,,536,4141,,,,,,,,interesting both as a historical study and as a tragic love story .,1,,,,,,,
682,,158,2818,,,,,,,,"filled with alexandre desplat's haunting and sublime music , the movie completely transfixes the audience .",1,,,,,,,
416,,686,1491,,,,,,,,"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters",1,,,,,,,
242,,132,798,,,,,,,,lee jeong-hyang tells it so lovingly and films it so beautifully that i couldn't help being captivated by it .,1,,,,,,,
897,,773,174,,,,,,,,ranks among willams' best screen work .,1,,,,,,,
766,,759,824,,,,,,,,"occasionally funny , always very colorful and enjoyably overblown in the traditional almodóvar style .",1,,,,,,,
496,,347,1704,,,,,,,,"cineasts will revel in those visual in-jokes , as in the film's verbal pokes at everything from the likes of miramax chief harvey weinstein's bluff personal style to the stylistic rigors of denmark's dogma movement .",1,,,,,,,
749,,21,4425,,,,,,,,"secretary "" is owned by its costars , spader and gyllenhaal . maggie g . makes an amazing breakthrough in her first starring role and eats up the screen .",1,,,,,,,
695,,723,1922,,,,,,,,a gripping drama .,1,,,,,,,
421,,217,4990,,,,,,,,"if you can keep your eyes open amid all the blood and gore , you'll see del toro has brought unexpected gravity to blade ii .",1,,,,,,,
708,,293,3462,,,,,,,,"in other words , it's just another sports drama/character study . yet this one makes up for in heart what it lacks in outright newness . plus , like i already mentioned . . . it's robert duvall ! c'mon !",1,,,,,,,
707,,684,3797,,,,,,,,"it's mostly a pleasure to watch . and the reason for that is a self-aware , often self-mocking , intelligence .",1,,,,,,,
865,,141,3558,,,,,,,,. . . the kind of entertainment that parents love to have their kids see .,1,,,,,,,
921,,532,2220,,,,,,,,"while scorsese's bold images and generally smart casting ensure that "" gangs "" is never lethargic , the movie is hindered by a central plot that's peppered with false starts and populated by characters who are nearly impossible to care about .",1,,,,,,,
819,,262,3036,,,,,,,,"what lee does so marvelously compelling is present brown as a catalyst for the struggle of black manhood in restrictive and chaotic america . . . sketchy but nevertheless gripping portrait of jim brown , a celebrated wonder in the spotlight",1,,,,,,,
485,,769,3657,,,,,,,,"what makes the film special is the refreshingly unhibited enthusiasm that the people , in spite of clearly evident poverty and hardship , bring to their music .",1,,,,,,,
584,,213,4827,,,,,,,,a soul-stirring documentary about the israeli/palestinian conflict as revealed through the eyes of some children who remain curious about each other against all odds .,1,,,,,,,
524,,273,2148,,,,,,,,"mastering its formidable arithmetic of cameras and souls , group articulates a flood of emotion .",1,,,,,,,
86,,121,705,,,,,,,,an incredibly clever and superbly paced caper filled with scams within scams within scams .,1,,,,,,,
838,,406,3286,,,,,,,,"infidelity drama is nicely shot , well-edited and features a standout performance by diane lane .",1,,,,,,,
509,,231,1891,,,,,,,,"the funny thing is , i didn't mind all this contrived nonsense a bit .",1,,,,,,,
276,,411,2189,,,,,,,,caviezel embodies the transformation of his character completely .,1,,,,,,,
827,,27,2623,,,,,,,,"the re-release of ron howard's apollo 13 in the imax format proves absolutely that really , really , really good things can come in enormous packages .",1,,,,,,,
944,,868,4901,,,,,,,,"like a precious and finely cut diamond , magnificent to behold in its sparkling beauty yet in reality it's one tough rock .",1,,,,,,,
367,,194,1656,,,,,,,,a no-holds-barred cinematic treat .,1,,,,,,,
829,,1078,3840,,,,,,,,"it's fun , splashy and entertainingly nasty .",1,,,,,,,
662,,734,2149,,,,,,,,"a pretty decent kid-pleasing , tolerable-to-adults lark of a movie .",1,,,,,,,
592,,242,4725,,,,,,,,"[ "" safe conduct "" ] is a long movie at 163 minutes but it fills the time with drama , romance , tragedy , bravery , political intrigue , partisans and sabotage . viva le resistance !",1,,,,,,,
623,,318,4709,,,,,,,,features fincher's characteristically startling visual style and an almost palpable sense of intensity .,1,,,,,,,
883,,551,432,,,,,,,,"working from elliott's memoir , rohmer fashions the sort of delicate , articulate character- and- relationship study he's favored for decades .",1,,,,,,,
215,,244,4122,,,,,,,,"it's consistently funny , in an irresistible junior-high way , and consistently free of any gag that would force you to give it a millisecond of thought .",1,,,,,,,
322,,169,5266,,,,,,,,[breheny's] lensing of the new zealand and cook island locations captures both the beauty of the land and the people .,1,,,,,,,
22,,941,5068,,,,,,,,graced with the kind of social texture and realism that would be foreign in american teen comedies .,1,,,,,,,
895,,796,3843,,,,,,,,"there's very little sense to what's going on here , but the makers serve up the cliches with considerable dash .",1,,,,,,,
102,,637,1690,,,,,,,,"despite its shortcomings , girls can't swim represents an engaging and intimate first feature by a talented director to watch , and it's a worthy entry in the french coming-of-age genre .",1,,,,,,,
570,,571,4063,,,,,,,,"writer/director david caesar ladles on the local flavour with a hugely enjoyable film about changing times , clashing cultures and the pleasures of a well-made pizza .",1,,,,,,,
559,,801,4879,,,,,,,,"zhuangzhuang creates delicate balance of style , text , and subtext that's so simple and precise that anything discordant would topple the balance , but against all odds , nothing does .",1,,,,,,,
796,,271,1770,,,,,,,,"same song , second verse , coulda been better , but it coulda been worse .",1,,,,,,,
334,,247,2309,,,,,,,,"a funny and well-contructed black comedy where the old adage "" be careful what you wish for "" is given a full workout .",1,,,,,,,
513,,170,1071,,,,,,,,a rarity among recent iranian films : it's a comedy full of gentle humor that chides the absurdity of its protagonist's plight .,1,,,,,,,
931,,482,4298,,,,,,,,"mcgrath has deftly trimmed dickens' wonderfully sprawling soap opera , the better to focus on the hero's odyssey from cowering poverty to courage and happiness .",1,,,,,,,
