,Unnamed: 0,label,expression,dataset,position,id,context,text,Unnamed: 0.2,Unnamed: 0.1,sentence,annotation,idiom,usage,variant,pos_tags,complete
1399,1773,1,sticking,TroFi_ORIGSPLIT,[155 163],TroFi.o.3222,"Beazer PLC said it was `` prepared immediately to negotiate a merger agreement '' with Koppers Co. for $ 60 a share , while stressing that it was formally sticking to its $ 56-a-share tender offer .","Beazer PLC said it was `` prepared immediately to negotiate a merger agreement '' with Koppers Co. for $ 60 a share , while stressing that it was formally [PET_BOUNDARY]sticking[PET_BOUNDARY]sticking",,,,,,,,,
1732,1031,1,attack,TroFi_ORIGSPLIT,[29 35],TroFi.o.145,The dissident group plans to attack several provisions that block claimants ' ability to seek compensation from any source other than the special trust fund .,The dissident group plans to [PET_BOUNDARY]attack[PET_BOUNDARY]attack,,,,,,,,,
1058,19,1,evaporate,TroFi_ORIGSPLIT,[122 131],TroFi.o.1009,"If widespread window dressing is occurring , then last week 's rally and any upward move in prices this week could easily evaporate after the end of the quarter .","If widespread window dressing is occurring , then last week 's rally and any upward move in prices this week could easily [PET_BOUNDARY]evaporate[PET_BOUNDARY]evaporate",,,,,,,,,
1157,1618,1,stepped,TroFi_ORIGSPLIT,[29 36],TroFi.o.3116,"But in recent weeks , it has stepped up criticism of the Aquino government and attracted a cross-section of old-time politicians .","But in recent weeks , it has [PET_BOUNDARY]stepped[PET_BOUNDARY]stepped",,,,,,,,,
1365,1908,1,roll,TroFi_ORIGSPLIT,[77 81],TroFi.o.2866,"Some analysts say that if Burger King fails to turn around soon , heads will roll at the top .","Some analysts say that if Burger King fails to turn around soon , heads will [PET_BOUNDARY]roll[PET_BOUNDARY]roll",,,,,,,,,
1331,1672,1,cooled,TroFi_ORIGSPLIT,[54 60],TroFi.o.325,"`` That remark -LRB- of the official -RRB- definitely cooled the heels of the bulls , '' said Paul Clohesy , chief dealer at Australia and New Zealand Banking Group Ltd. in New York .",`` That remark -LRB- of the official -RRB- definitely [PET_BOUNDARY]cooled[PET_BOUNDARY]cooled,,,,,,,,,
1890,61,1,touched,TroFi_ORIGSPLIT,[38 45],TroFi.o.3661,The thaw in U.S.-Soviet relations has touched many areas of Soviet life .,The thaw in U.S.-Soviet relations has [PET_BOUNDARY]touched[PET_BOUNDARY]touched,,,,,,,,,
1198,1056,1,ride,TroFi_ORIGSPLIT,[88 92],TroFi.o.2770,"Mr. Chun , one DJP official said , fought the resignations , `` believing he could just ride out the storm . ''/''","Mr. Chun , one DJP official said , fought the resignations , `` believing he could just [PET_BOUNDARY]ride[PET_BOUNDARY]ride",,,,,,,,,
1287,1452,1,pumping,TroFi_ORIGSPLIT,[123 130],TroFi.o.2637,"Money managers who pattern their portfolios on this index usually buy the new additions , causing a flurry of activity and pumping up the price of the shares .","Money managers who pattern their portfolios on this index usually buy the new additions , causing a flurry of activity and [PET_BOUNDARY]pumping[PET_BOUNDARY]pumping",,,,,,,,,
1810,1124,1,attacked,TroFi_ORIGSPLIT,[113 121],TroFi.o.207,"Their report , to be published here Saturday in the Lancet , a leading British medical journal , immediately was attacked by some radiation specialists as too optimistic .","Their report , to be published here Saturday in the Lancet , a leading British medical journal , immediately was [PET_BOUNDARY]attacked[PET_BOUNDARY]attacked",,,,,,,,,
1392,924,1,struck,TroFi_ORIGSPLIT,[ 9 15],TroFi.o.3384,The move struck some analysts as an interim one because of Mr. Thomas 's age and background .,The move [PET_BOUNDARY]struck[PET_BOUNDARY]struck,,,,,,,,,
1431,1733,1,withered,TroFi_ORIGSPLIT,[46 54],TroFi.o.3710,"But by 1985 the boom was over , and sales had withered to $ 100 million .","But by 1985 the boom was over , and sales had [PET_BOUNDARY]withered[PET_BOUNDARY]withered",,,,,,,,,
1212,1040,1,pour,TroFi_ORIGSPLIT,[113 117],TroFi.o.2514,"The bard of Les-Loges-en-Josas , France , Stephen Powelson , stands ready , able and more than merely willing to pour the first 14 , 300 lines into your ear , from memory -- and in classical Greek .","The bard of Les-Loges-en-Josas , France , Stephen Powelson , stands ready , able and more than merely willing to [PET_BOUNDARY]pour[PET_BOUNDARY]pour",,,,,,,,,
1257,138,1,die,TroFi_ORIGSPLIT,[103 106],TroFi.o.575,"`` If we do n't do something to address the needs of the urban poor , then the core of our cities will die , '' says Frank Lomax , executive vice president of the National Urban League .","`` If we do n't do something to address the needs of the urban poor , then the core of our cities will [PET_BOUNDARY]die[PET_BOUNDARY]die",,,,,,,,,
1831,1027,1,target,TroFi_ORIGSPLIT,[114 120],TroFi.o.3520,"Sematech , as the venture is called , is the U.S. chip industry 's answer to Japan 's government-aided efforts to target the semiconductor industry for global domination .","Sematech , as the venture is called , is the U.S. chip industry 's answer to Japan 's government-aided efforts to [PET_BOUNDARY]target[PET_BOUNDARY]target",,,,,,,,,
1749,1031,1,drag,TroFi_ORIGSPLIT,[26 30],TroFi.o.657,"However , a lawsuit could drag on for years .","However , a lawsuit could [PET_BOUNDARY]drag[PET_BOUNDARY]drag",,,,,,,,,
1869,1718,1,attacked,TroFi_ORIGSPLIT,[12 20],TroFi.o.164,"He strongly attacked the Massachusetts governor , asserting that he would lead the nation toward higher taxes , economic stagnation and a weaker defense .",He strongly [PET_BOUNDARY]attacked[PET_BOUNDARY]attacked,,,,,,,,,
1268,770,1,flowed,TroFi_ORIGSPLIT,[53 59],TroFi.o.1558,"For decades , U.S.-Japan relations have more or less flowed from the last broad agreement most people remember the countries signing -- on the deck of the Battleship Missouri in 1945 .","For decades , U.S.-Japan relations have more or less [PET_BOUNDARY]flowed[PET_BOUNDARY]flowed",,,,,,,,,
1842,1758,1,flourish,TroFi_ORIGSPLIT,[16 24],TroFi.o.1477,"British farmers flourish under the EC 's Common Agriculture Policy , and its food companies have grown to global giants , in part because of EC markets .",British farmers [PET_BOUNDARY]flourish[PET_BOUNDARY]flourish,,,,,,,,,
1804,674,1,stuck,TroFi_ORIGSPLIT,[12 17],TroFi.o.3441,`` They 've stuck to the real nuts and bolts of their business . ''/'',`` They 've [PET_BOUNDARY]stuck[PET_BOUNDARY]stuck,,,,,,,,,
1078,1540,1,vaporizes,TroFi_ORIGSPLIT,[87 96],TroFi.o.3698,"One look at her pudgy face , shot to make her seem like a powder-brained Kewpie doll , vaporizes whatever credibility Jamie 's anguish might have had .","One look at her pudgy face , shot to make her seem like a powder-brained Kewpie doll , [PET_BOUNDARY]vaporizes[PET_BOUNDARY]vaporizes",,,,,,,,,
1080,1408,1,plowed,TroFi_ORIGSPLIT,[104 110],TroFi.o.2463,"Early last month , U.S. investors such as Rockefeller Foundation and Equitable Capital Management Corp. plowed $ 225 million into Advent Corp. 's International Network Fund .","Early last month , U.S. investors such as Rockefeller Foundation and Equitable Capital Management Corp. [PET_BOUNDARY]plowed[PET_BOUNDARY]plowed",,,,,,,,,
1402,195,1,evaporate,TroFi_ORIGSPLIT,[41 50],TroFi.o.1003,But confidence in that forecast began to evaporate on March 4 when the Labor Department reported a much larger increase in employment last month than anyone had expected .,But confidence in that forecast began to [PET_BOUNDARY]evaporate[PET_BOUNDARY]evaporate,,,,,,,,,
1581,1769,1,drag,TroFi_ORIGSPLIT,[141 145],TroFi.o.665,"That implies production slowdowns , which could result in job losses and weaker consumer spending , which in turn would cause the economy to drag its heels further .","That implies production slowdowns , which could result in job losses and weaker consumer spending , which in turn would cause the economy to [PET_BOUNDARY]drag[PET_BOUNDARY]drag",,,,,,,,,
1289,673,1,attacked,TroFi_ORIGSPLIT,[36 44],TroFi.o.174,"In his own opinion , Chairman Ruder attacked both dissents as attempting to reduce the customer 's protection not only below the level set in the securities laws , but even below the standard set by common law .","In his own opinion , Chairman Ruder [PET_BOUNDARY]attacked[PET_BOUNDARY]attacked",,,,,,,,,
1600,1235,1,cool,TroFi_ORIGSPLIT,[36 40],TroFi.o.279,Mr. Feldt insisted that the need to cool the high-flying capital markets -- and placate his party 's union supporters at a sensitive juncture in the election campaign -- outweighed the Riksbank 's arguments .,Mr. Feldt insisted that the need to [PET_BOUNDARY]cool[PET_BOUNDARY]cool,,,,,,,,,
1041,244,1,grasping,TroFi_ORIGSPLIT,[29 37],TroFi.o.1779,They `` may have a hard time grasping '' that their offspring was n't `` somehow responsible . ''/'',They `` may have a hard time [PET_BOUNDARY]grasping[PET_BOUNDARY]grasping,,,,,,,,,
1562,1339,1,dragged,TroFi_ORIGSPLIT,[48 55],TroFi.o.683,"And because of a writers ' strike that has just dragged into its 15th week , there have been few movie and television deals to cut .",And because of a writers ' strike that has just [PET_BOUNDARY]dragged[PET_BOUNDARY]dragged,,,,,,,,,
1626,143,1,stepped,TroFi_ORIGSPLIT,[27 34],TroFi.o.3152,"Thrift liquidations may be stepped up through payouts to depositors , Bank Board Chairman Danny Wall said .",Thrift liquidations may be [PET_BOUNDARY]stepped[PET_BOUNDARY]stepped,,,,,,,,,
1237,874,1,stepped,TroFi_ORIGSPLIT,[46 53],TroFi.o.3113,Both the government and private industry have stepped up efforts to recruit back to Korea scientists who were trained and then stayed abroad .,Both the government and private industry have [PET_BOUNDARY]stepped[PET_BOUNDARY]stepped,,,,,,,,,
1127,1425,1,targeted,TroFi_ORIGSPLIT,[113 121],TroFi.o.3540,"If the `` done deal '' is undone by one of the regulatory bodies , he expects back-up bidders to move in and has targeted a worstcase price of $ 22 a share .","If the `` done deal '' is undone by one of the regulatory bodies , he expects back-up bidders to move in and has [PET_BOUNDARY]targeted[PET_BOUNDARY]targeted",,,,,,,,,
1455,1647,1,touched,TroFi_ORIGSPLIT,[23 30],TroFi.o.3645,Investors ' fears have touched the bonds of companies not immediately identified as takeover targets .,Investors ' fears have [PET_BOUNDARY]touched[PET_BOUNDARY]touched,,,,,,,,,
1350,1603,1,stumbling,TroFi_ORIGSPLIT,[ 9 18],TroFi.o.3512,"They 're stumbling through middle age beset by debts , boring jobs , needy parents , unloving children .",They 're [PET_BOUNDARY]stumbling[PET_BOUNDARY]stumbling,,,,,,,,,
1270,1110,1,sticking,TroFi_ORIGSPLIT,[27 35],TroFi.o.3240,The Republican campaign is sticking to its story of not releasing Mr. Bush 's vice-presidential selection until Thursday .,The Republican campaign is [PET_BOUNDARY]sticking[PET_BOUNDARY]sticking,,,,,,,,,
1777,319,1,touches,TroFi_ORIGSPLIT,[103 110],TroFi.o.3670,"As it is , the current capacity utilization rate of about 83 % at the nation 's factories `` typically touches off a capital spending boom . ''/''","As it is , the current capacity utilization rate of about 83 % at the nation 's factories `` typically [PET_BOUNDARY]touches[PET_BOUNDARY]touches",,,,,,,,,
1103,252,1,touched,TroFi_ORIGSPLIT,[20 27],TroFi.o.3652,Other House members touched by scandal were locked in tight races .,Other House members [PET_BOUNDARY]touched[PET_BOUNDARY]touched,,,,,,,,,
1737,15,1,escapes,TroFi_ORIGSPLIT,[11 18],TroFi.o.988,Money that escapes the pockets of bureaucrats disappears into rat holes .,Money that [PET_BOUNDARY]escapes[PET_BOUNDARY]escapes,,,,,,,,,
1050,232,1,plowed,TroFi_ORIGSPLIT,[38 44],TroFi.o.2471,"Much of Mr. Jackson 's money is being plowed back into a direct-mail program , which reportedly is growing rapidly .",Much of Mr. Jackson 's money is being [PET_BOUNDARY]plowed[PET_BOUNDARY]plowed,,,,,,,,,
1691,1523,1,escape,TroFi_ORIGSPLIT,[37 43],TroFi.o.930,"Great Western Bank unveiled a bid to escape from the insolvent FSLIC and switch to the FDIC , which would be a blow to the thrift insurer .",Great Western Bank unveiled a bid to [PET_BOUNDARY]escape[PET_BOUNDARY]escape,,,,,,,,,
1746,807,1,pump,TroFi_ORIGSPLIT,[10 14],TroFi.o.2581,Each will pump almost $ 25 million into media and polling .,Each will [PET_BOUNDARY]pump[PET_BOUNDARY]pump,,,,,,,,,
1860,1073,1,destroyed,TroFi_ORIGSPLIT,[77 86],TroFi.o.462,"Equally important , his Socialist government absorbed and then , in effect , destroyed the French Communist Party .","Equally important , his Socialist government absorbed and then , in effect , [PET_BOUNDARY]destroyed[PET_BOUNDARY]destroyed",,,,,,,,,
1813,29,1,grasp,TroFi_ORIGSPLIT,[101 106],TroFi.o.1770,There are truths of which we shall remain unaware forever because we do n't have the intelligence to grasp them .,There are truths of which we shall remain unaware forever because we do n't have the intelligence to [PET_BOUNDARY]grasp[PET_BOUNDARY]grasp,,,,,,,,,
997,1872,1,absorb,TroFi_ORIGSPLIT,[22 28],TroFi.o.27,It said it expects to absorb `` the vast majority '' of those jobs in its private health-care business .,It said it expects to [PET_BOUNDARY]absorb[PET_BOUNDARY]absorb,,,,,,,,,
1867,995,1,step,TroFi_ORIGSPLIT,[85 89],TroFi.o.3093,"The date would give two breweries , which now produce beer for export only , time to step up production , the bill said .","The date would give two breweries , which now produce beer for export only , time to [PET_BOUNDARY]step[PET_BOUNDARY]step",,,,,,,,,
1679,42,1,knocked,TroFi_ORIGSPLIT,[31 38],TroFi.o.2014,Incumbent Spyros Kyprianou was knocked out in voting last week .,Incumbent Spyros Kyprianou was [PET_BOUNDARY]knocked[PET_BOUNDARY]knocked,,,,,,,,,
1669,400,1,step,TroFi_ORIGSPLIT,[48 52],TroFi.o.3067,"He also refused both domestic and U.S. calls to step aside for a compromise plebiscite candidate , who might have benefited from Chile 's economic boom while escaping the stigma of the Pinochet regime 's appalling humanrights record .",He also refused both domestic and U.S. calls to [PET_BOUNDARY]step[PET_BOUNDARY]step,,,,,,,,,
1304,833,1,roll,TroFi_ORIGSPLIT,[171 175],TroFi.o.2856,"Many American industries suffer a comparative wage disadvantage vs. foreign competitors , but this single factor is hardly prima facie evidence that such companies should roll over and play dead .","Many American industries suffer a comparative wage disadvantage vs. foreign competitors , but this single factor is hardly prima facie evidence that such companies should [PET_BOUNDARY]roll[PET_BOUNDARY]roll",,,,,,,,,
1639,11,1,flooded,TroFi_ORIGSPLIT,[89 96],TroFi.o.1408,"He said that in the wake of the airliner incident , U.S. intelligence agencies have been flooded with warnings , many of them of questionable reliability , of possible Iranian-sponsored attacks .","He said that in the wake of the airliner incident , U.S. intelligence agencies have been [PET_BOUNDARY]flooded[PET_BOUNDARY]flooded",,,,,,,,,
1006,589,1,strikes,TroFi_ORIGSPLIT,[19 26],TroFi.o.3304,His native caution strikes a responsive chord with the average German .,His native caution [PET_BOUNDARY]strikes[PET_BOUNDARY]strikes,,,,,,,,,
1449,989,1,knocks,TroFi_ORIGSPLIT,[13 19],TroFi.o.2044,"Any bad news knocks stocks down , '' he said .",Any bad news [PET_BOUNDARY]knocks[PET_BOUNDARY]knocks,,,,,,,,,
1723,1266,1,flourished,TroFi_ORIGSPLIT,[30 40],TroFi.o.1501,Christian and Jewish scholars flourished in the Moslem courts .,Christian and Jewish scholars [PET_BOUNDARY]flourished[PET_BOUNDARY]flourished,,,,,,,,,
