,Unnamed: 0,index,label,sentence,pos,v_index
28449,28449,1171,0,"I knocked at the bedroom door, and Father said the security company had just called to say there were certain "" irregularities "" that prevented them from keeping a watch over our store",VERB,1
16446,16446,3370,0,"Riding for pleasure and fitness, horse shows, eventing, rodeos, racing, trail riding, etc., all involve a significant number of participants and spectators",VERB,11
15996,15996,2920,0,I found that the journalists were delighted to find a young person interested enough in their trade to come in and go through the press clippings in those fascinating metal drawers that filled the morgue,VERB,32
36897,36897,3264,0,"He tried again, and his next ball stuck firmly in the net twine for an unlikely -- and maybe unprecedented -- double fault",VERB,7
22917,22917,2740,0,"It flourishes in dry weather, occasionally infecting peanut and cottonseed crops in the Southeast",VERB,1
7899,7899,1171,0,"I knocked at the bedroom door, and Father said the security company had just called to say there were certain "" irregularities "" that prevented them from keeping a watch over our store",VERB,1
13553,13553,104,0,"In the West Bank, troops fired on Arab youths, killing at least one",VERB,9
36499,36499,2493,0,Haiti dissolved an agency that administered major development projects,VERB,1
33772,33772,3503,0,A senior First Boston official said yesterday that the firm's internal auditors were still examining the trading problem and had not yet reached any conclusions about its cause,VERB,14
12072,12072,2360,0,"Television commercials expected to air in mid- April in New York and Miami will feature the homespun pair dancing the salsa, advertising sources said",VERB,18
4345,4345,3226,0,"To their astonishment, the alfalfa plants flourished, doubling their foliage and weight",VERB,6
18102,18102,1289,0,"The Boeing spokesman said: "" A concern from a longstanding and honored customer like JAL is going to be examined immediately to see what actions we can and shall take",VERB,19
5579,5579,1096,0,"In seats of supple leather, Belgian students drink wine and listen to personal stereos",VERB,7
15952,15952,2876,0,"But by 1985 the boom was over, and sales had withered to$ 100 million",VERB,10
24446,24446,532,0,"Mr. Hopfield, known mainly for his work on neural networks, believes that electronically controllable polymers may lend themselves to the complicated wiring of neural networks",VERB,16
28436,28436,1158,0,"Mr. Borge ridicules anti- government marchers and muses about establishing a "" museum of political parties "" to show future generations what some of the more- conservative groups were like, since he expects them to wither under the forces of history",VERB,35
5741,5741,1258,0,"To use the$ 20 test, dentists stick pieces of paper between the patient's teeth and gums, then send the paper to BioTechnica for analysis",VERB,6
6768,6768,2285,0,"In a joint venture with a Japanese company this fall, Nucor Corp. of Charlotte will start melting steel in a new 500-worker I- beam mill at Blytheville, Ark., on the Mississippi",VERB,16
24615,24615,701,0,"One of the contracts prosecutors are examining -- the development job for the Navy's carrier- based advanced tactical aircraft -- was subject to a "" best and final offer, "" known as a BAFO, and then a "" best and revised final offer, "" known as a BARFO. Investigators are looking at whether Melvyn Paisley improperly steered the multibillion- dollar job to McDonnell Douglas Corp. and General Dynamics Corp. while he was assistant Navy secretary",VERB,6
9744,9744,3016,0,"In retelling the story of Freud's life and work, Peter Gay plows a furrow already dug deep by many previous Freud biographers and historians of psychoanalysis",VERB,11
31558,31558,916,0,"The last B-1B, the warplane built for the Air Force by Rockwell International Corp., rolled off the production line last week",VERB,14
13551,13551,102,0,""" It can now be examined in more detail if the model for restructuring the aerospace industry will hold water, "" Mr. Reuter said",VERB,5
33370,33370,3101,0,"But the future of the bill remained unclear as the Senate stumbled forward on its version of the measure without the leadership of Lloyd Bentsen, the chairman of the Senate Finance Committee",VERB,11
31486,31486,844,0,"Mexico wants to be able to borrow from international banks again, and retiring its bank debt at about 70 cents on the dollar may discourage many banks from lending it more money, bankers said",VERB,28
5187,5187,704,0,""" We were just riding along on a design that was doomed to failure, "" he says",VERB,4
12748,12748,3036,0,"Jack Scowen, a Conservative member of parliament from northern Saskatchewan, said that "" unless somebody wants to stir up a bunch of garbage, "" the language issue should be "" left to die.'",VERB,32
36002,36002,1996,0,"And they claim -- butter not melting in their retinyl- palmitated, Heather Mist tinted mouths -- to "" rebuild the epidermis and strengthen its natural defenses, "" to "" enhance the natural rate of repair of cells, "" and to "" virtually reverse the visual signs of age on surface skin.'",VERB,6
17,17,390,0,"A U.S. Department of Labor report prepared by the U.S. Embassy here said the country "" continues to rely heavily on export of labor, tramsmigration and the capability of the informal sector to absorb surplus manpower to take up each year's slack in unemployment opportunities.'",VERB,33
15987,15987,2911,0,"This three- part "" Nature "" miniseries presents the history of the area and its amazingly rich flora and fauna, including bat- eared foxes, dancing ostriches, shrimp- eating flamingos and leaping bush babies",VERB,24
32227,32227,1585,0,"The new chairman has been a board member since Nov. 1, 1985, filling a term that expires Aug. 27, 1990",VERB,12
13640,13640,191,0,"Banks probably will raise their prime, or base, lending rates this spring or early this summer, according to Mellon Bank's Mr. Robertson",VERB,8
7175,7175,2692,0,"Baaron Pittenger, a long- time USOC aide who had served as acting executive director after Mr. Miller left, was named to fill the vacant post until year end, when Mr. Schiller's contract expires",VERB,21
10404,10404,319,0,"Much is made of Mr. Hoxsey's assertion that his files were open to doubters, but only a few brief seconds are devoted to the fact that when the files were examined they were found to be so incomplete that it was impossible to tell whether the "" cured "" patients actually had had cancer or whether conventional treatment had been effective",VERB,30
29644,29644,2739,0,"It will examine all the data on the economy, together with the best forecasts its economists can dream up, and plan a monetary policy that will fit the need",VERB,2
37305,37305,3672,0,"With its strength in the Old South, the Rocky Mountain and northern plains states and such dependable GOP bastions as Indiana, the party can absorb some losses and still accumulate close to 200 electoral votes",VERB,24
7408,7408,2925,0,"Union locals were preparing to strike, citing health and safety grievances at about nine plants, including Chrysler's Sterling Heights, Mich., stamping plant",VERB,5
29900,29900,2995,0,"The union, a Teamsters chapter, voted last month to strike over the contract stalemate, but instead has continued to negotiate sporadically since then with the company, a unit of St. Paul, Minn .- based NWA Inc",VERB,9
1625,1625,506,0,"But this month S& P is trying to take the real estate world by storm, with a marketing campaign targeting 200, 000 real estate brokers, appraisers and portfolio managers",VERB,19
36260,36260,2254,0,"Like many recent LBOs gone public, however, Days Inns had begun to wither even before the market crash, as investor interest in small issues began to wane",VERB,12
15083,15083,2007,0,"The three pairs of lovers are members of the European planter class; the mechanicals are Brazilian workmen; and the fairy folk are practitioners of the voodoolike religion of Macumba, the African- based cult worship that flourished outside the law in Brazil's jungles",VERB,35
30722,30722,80,0,"When a New York magazine confronted Wasserstein Perella with an as- yet- unpublished unflattering story about the new firm, Wasserstein Perella officials suspected First Boston of planting it",VERB,26
24437,24437,523,0,"In the third round, though, Holmes got up on his toes, danced some, and flicked a few punches",VERB,11
2690,2690,1571,0,"But if he is viewed after New Hampshire as the genuine right- wing article, it may start to flow",VERB,18
13403,13403,3691,0,"An Ortho spokeswoman said that since January -- when the Journal of the American Medical Association suggested Retin- A, on the market 17 years to treat acne, could help smooth wrinkles -- sales of the 0.05% Retin- A have risen 40% in the U.S",VERB,29
