,label,expression,dataset,position,id,context,text
1137,0,fly,TroFi_ORIGSPLIT,[182 185],TroFi.o.1648,"Like everyone else in this movie , he 's in the grip of his family , superstition and fear of death ; right after he asks Loretta to marry him she drops him at the airport so he can fly to Italy where his mother keeps lingering on her deathbed .","Like everyone else in this movie , he 's in the grip of his family , superstition and fear of death ; right after he asks Loretta to marry him she drops him at the airport so he can [PET_BOUNDARY]fly[PET_BOUNDARY]fly"
1462,0,destroyed,TroFi_ORIGSPLIT,[67 76],TroFi.o.464,He arrived in the U.S. last month after bulldozers and jackhammers destroyed his 80-year-old house in central Bucharest .,He arrived in the U.S. last month after bulldozers and jackhammers [PET_BOUNDARY]destroyed[PET_BOUNDARY]destroyed
228,0,absorbed,TroFi_ORIGSPLIT,[23 31],TroFi.o.80,"This time , the ground absorbed the shock waves enough to transfer her images to the metal in bas-relief .","This time , the ground [PET_BOUNDARY]absorbed[PET_BOUNDARY]absorbed"
1297,0,examine,TroFi_ORIGSPLIT,[195 202],TroFi.o.1065,"City Capital Associates , a group led by Steven and Mitchell Rales of Washington , D.C . , indicated that it would be willing to raise its bid for the company to $ 72 a share from $ 70 if it can examine certain non-public documents .","City Capital Associates , a group led by Steven and Mitchell Rales of Washington , D.C . , indicated that it would be willing to raise its bid for the company to $ 72 a share from $ 70 if it can [PET_BOUNDARY]examine[PET_BOUNDARY]examine"
956,0,kicking,TroFi_ORIGSPLIT,[192 199],TroFi.o.1834,"The A 's won Monday 's opener , 3-2 , on a Henderson home run in the 14th inning , but were upstaged by Team Turmoil 's manager , Billy Martin , who was ejected after pulling his old stunt of kicking dirt on an umpire during a dispute .","The A 's won Monday 's opener , 3-2 , on a Henderson home run in the 14th inning , but were upstaged by Team Turmoil 's manager , Billy Martin , who was ejected after pulling his old stunt of [PET_BOUNDARY]kicking[PET_BOUNDARY]kicking"
1337,0,melting,TroFi_ORIGSPLIT,[34 41],TroFi.o.2197,"And now that the winter snows are melting along the Indo-Chinese border in the Himalayas , tension between the two Asian rivals is again rising .",And now that the winter snows are [PET_BOUNDARY]melting[PET_BOUNDARY]melting
567,0,dragged,TroFi_ORIGSPLIT,[22 29],TroFi.o.698,"In it , the hero gets dragged to the `` Cave Town '' mall by his mom , gets lost , gets found , and is rewarded with an ice cream cone .","In it , the hero gets [PET_BOUNDARY]dragged[PET_BOUNDARY]dragged"
528,0,examine,TroFi_ORIGSPLIT,[156 163],TroFi.o.1057,"A New York radio real-estate adviser has been touting Camden 's proximity to Philadelphia , and a busload of speculators drove through the city recently to examine homes .","A New York radio real-estate adviser has been touting Camden 's proximity to Philadelphia , and a busload of speculators drove through the city recently to [PET_BOUNDARY]examine[PET_BOUNDARY]examine"
1059,0,struck,TroFi_ORIGSPLIT,[105 111],TroFi.o.3388,"Thomas McGreevy , president of the New York fathers ' rights group , adds that men do n't consider being struck as spouse abuse .","Thomas McGreevy , president of the New York fathers ' rights group , adds that men do n't consider being [PET_BOUNDARY]struck[PET_BOUNDARY]struck"
322,0,eat,TroFi_ORIGSPLIT,[14 17],TroFi.o.844,"For those who eat only at four-star French restaurants , fajitas are a Tex-Mex specialty -- strips of grilled beef rolled up in flour tortillas with onions , peppers and guacamole .",For those who [PET_BOUNDARY]eat[PET_BOUNDARY]eat
1085,0,fix,TroFi_ORIGSPLIT,[100 103],TroFi.o.1325,"`` If you 're an engineer , it 's better to get out and run an air-conditioner repair company -- or fix kettles , '' a European diplomat says .","`` If you 're an engineer , it 's better to get out and run an air-conditioner repair company -- or [PET_BOUNDARY]fix[PET_BOUNDARY]fix"
1516,0,riding,TroFi_ORIGSPLIT,[136 142],TroFi.o.2787,"Along the way he graduated from Georgia State University , worked two years as an eighth-grade math teacher and developed a passion for riding -- and compulsively tinkering with -- dirt bikes .","Along the way he graduated from Georgia State University , worked two years as an eighth-grade math teacher and developed a passion for [PET_BOUNDARY]riding[PET_BOUNDARY]riding"
1539,0,fixed,TroFi_ORIGSPLIT,[178 183],TroFi.o.1344,"Sir Nicholas , who presided over many changes at the exchange , helped lay the foundation for the `` Big Bang '' deregulation of Britain 's securities markets by agreeing to end fixed commissions and other rules .","Sir Nicholas , who presided over many changes at the exchange , helped lay the foundation for the `` Big Bang '' deregulation of Britain 's securities markets by agreeing to end [PET_BOUNDARY]fixed[PET_BOUNDARY]fixed"
1562,0,sleeping,TroFi_ORIGSPLIT,[52 60],TroFi.o.2984,"As a consequence , many migrants in the Midwest are sleeping in emergency shelters or tents .","As a consequence , many migrants in the Midwest are [PET_BOUNDARY]sleeping[PET_BOUNDARY]sleeping"
1311,0,lend,TroFi_ORIGSPLIT,[ 96 100],TroFi.o.2080,"Since the international debt crisis erupted in 1982 , banks have been increasingly reluctant to lend to Latin American countries .","Since the international debt crisis erupted in 1982 , banks have been increasingly reluctant to [PET_BOUNDARY]lend[PET_BOUNDARY]lend"
1527,0,fly,TroFi_ORIGSPLIT,[95 98],TroFi.o.1654,"Shortly after Mr. Bush 's solo appearance , GOP strategists hastily arranged for Mr. Quayle to fly here from Washington to address the VFW banquet last night .","Shortly after Mr. Bush 's solo appearance , GOP strategists hastily arranged for Mr. Quayle to [PET_BOUNDARY]fly[PET_BOUNDARY]fly"
986,0,attacking,TroFi_ORIGSPLIT,[59 68],TroFi.o.239,These do n't protect anything and are n't designed to kill attacking guerrillas .,These do n't protect anything and are n't designed to kill [PET_BOUNDARY]attacking[PET_BOUNDARY]attacking
959,0,eat,TroFi_ORIGSPLIT,[89 92],TroFi.o.866,"These waters are full of the fish , mollusks and small crustaceans that lobsters like to eat .","These waters are full of the fish , mollusks and small crustaceans that lobsters like to [PET_BOUNDARY]eat[PET_BOUNDARY]eat"
1095,0,sticks,TroFi_ORIGSPLIT,[50 56],TroFi.o.3250,"Taking a long loaf of fresh bread , Henri Caudron sticks in a menacing-looking plastic sword , squeezes a trigger and voila ! blanquette de veau , dubbed a `` real meal in a sandwich '' for 18 francs -LRB- $ 3.15 -RRB- .","Taking a long loaf of fresh bread , Henri Caudron [PET_BOUNDARY]sticks[PET_BOUNDARY]sticks"
879,0,attacking,TroFi_ORIGSPLIT,[182 191],TroFi.o.215,"Because a commitment to hold open the 74.4 miles of supply road to Khost from Gardez would require even more Soviet casualties and force , the optimists surmise that the Soviets are attacking Khost to get out of Afghanistan .","Because a commitment to hold open the 74.4 miles of supply road to Khost from Gardez would require even more Soviet casualties and force , the optimists surmise that the Soviets are [PET_BOUNDARY]attacking[PET_BOUNDARY]attacking"
1275,0,fixed,TroFi_ORIGSPLIT,[160 165],TroFi.o.1346,"So far this year , investors have snapped up $ 2.12 billion of Eurobonds carrying Japanese equity warrants ; warrants let investors buy an issuer 's stock at a fixed price within a set period .","So far this year , investors have snapped up $ 2.12 billion of Eurobonds carrying Japanese equity warrants ; warrants let investors buy an issuer 's stock at a [PET_BOUNDARY]fixed[PET_BOUNDARY]fixed"
734,0,pour,TroFi_ORIGSPLIT,[173 177],TroFi.o.2515,"The report noted that whoever sent the SOS would have had to open a small hatch at the top of the boat in order to extend the radio 's antenna , thereby permitting water to pour in and capsize the craft .","The report noted that whoever sent the SOS would have had to open a small hatch at the top of the boat in order to extend the radio 's antenna , thereby permitting water to [PET_BOUNDARY]pour[PET_BOUNDARY]pour"
1790,0,miss,TroFi_ORIGSPLIT,[55 59],TroFi.o.2237,"The company has said a cash-flow shortage caused it to miss $ 3.3 million in interest payments on its 10 7 8 % senior debentures due Dec. 31 , 1995 .",The company has said a cash-flow shortage caused it to [PET_BOUNDARY]miss[PET_BOUNDARY]miss
1624,0,lent,TroFi_ORIGSPLIT,[63 67],TroFi.o.2139,"But to win , he donated $ 18 , 000 of his personal savings and lent his campaign $ 107 , 000 more .","But to win , he donated $ 18 , 000 of his personal savings and [PET_BOUNDARY]lent[PET_BOUNDARY]lent"
86,0,fixed,TroFi_ORIGSPLIT,[186 191],TroFi.o.1354,"The truck manufacturers , bidding on 15 , 000 trucks rather than 5 , 000 , were able to offer a better price because of the greater quantity and the ability to spread their start-up and fixed costs over a larger base .","The truck manufacturers , bidding on 15 , 000 trucks rather than 5 , 000 , were able to offer a better price because of the greater quantity and the ability to spread their start-up and [PET_BOUNDARY]fixed[PET_BOUNDARY]fixed"
371,0,pouring,TroFi_ORIGSPLIT,[197 204],TroFi.o.2552,"Joseph M. Kornick , a principal , says the Minute Maid handle is more comfortably rounded `` to fit adults and children '' and has been placed lower `` to lower the center of gravity '' for easier pouring .","Joseph M. Kornick , a principal , says the Minute Maid handle is more comfortably rounded `` to fit adults and children '' and has been placed lower `` to lower the center of gravity '' for easier [PET_BOUNDARY]pouring[PET_BOUNDARY]pouring"
648,0,danced,TroFi_ORIGSPLIT,[ 5 11],TroFi.o.381,They danced to the funk rock of a live band and grilled hot dogs and ribs .,They [PET_BOUNDARY]danced[PET_BOUNDARY]danced
1004,0,ride,TroFi_ORIGSPLIT,[133 137],TroFi.o.2765,"In `` Elephant , '' the suffocating burden of adult responsibility gives way to a moment 's memory of childhood joy when a boy could ride carefree on his father 's shoulders .","In `` Elephant , '' the suffocating burden of adult responsibility gives way to a moment 's memory of childhood joy when a boy could [PET_BOUNDARY]ride[PET_BOUNDARY]ride"
216,0,rode,TroFi_ORIGSPLIT,[ 9 13],TroFi.o.2833,"Children rode bicycles , played street sports , and had toys that required effort .",Children [PET_BOUNDARY]rode[PET_BOUNDARY]rode
145,0,examined,TroFi_ORIGSPLIT,[157 165],TroFi.o.1118,"Much is made of Mr. Hoxsey 's assertion that his files were open to doubters , but only a few brief seconds are devoted to the fact that when the files were examined they were found to be so incomplete that it was impossible to tell whether the `` cured '' patients actually had had cancer or whether conventional treatment had been effective .","Much is made of Mr. Hoxsey 's assertion that his files were open to doubters , but only a few brief seconds are devoted to the fact that when the files were [PET_BOUNDARY]examined[PET_BOUNDARY]examined"
1056,0,killed,TroFi_ORIGSPLIT,[69 75],TroFi.o.1947,"Water is receding there , but in Bombay yesterday , torrential rains killed at least 14 people , and roads and rail links in the city were cut off .","Water is receding there , but in Bombay yesterday , torrential rains [PET_BOUNDARY]killed[PET_BOUNDARY]killed"
1080,0,roll,TroFi_ORIGSPLIT,[26 30],TroFi.o.2853,"If Warsaw Pact tanks ever roll into Western Europe , the French have a simple plan for dealing with them .",If Warsaw Pact tanks ever [PET_BOUNDARY]roll[PET_BOUNDARY]roll
623,0,filled,TroFi_ORIGSPLIT,[114 120],TroFi.o.1215,"But to take this often-repeated mistake as a basis for the misleading conclusion that our streets will be forever filled with happy motorists , secure in their bliss because of endless oil supplies , is so naive as to border on irresponsibility .",But to take this often-repeated mistake as a basis for the misleading conclusion that our streets will be forever [PET_BOUNDARY]filled[PET_BOUNDARY]filled
958,0,destroyed,TroFi_ORIGSPLIT,[124 133],TroFi.o.492,"When buried in landfills , the oxidizing agents react with metal salts in the soil , and the links between the polymers are destroyed .","When buried in landfills , the oxidizing agents react with metal salts in the soil , and the links between the polymers are [PET_BOUNDARY]destroyed[PET_BOUNDARY]destroyed"
950,0,killed,TroFi_ORIGSPLIT,[121 127],TroFi.o.1887,"Army and medical rescue teams reached stricken Chinese villages in a remote area near Burma , where an earthquake Sunday killed more than 900 people .","Army and medical rescue teams reached stricken Chinese villages in a remote area near Burma , where an earthquake Sunday [PET_BOUNDARY]killed[PET_BOUNDARY]killed"
1257,0,examine,TroFi_ORIGSPLIT,[112 119],TroFi.o.1089,"Other hospitals , she says , routinely admitted patients for a colonoscopy -LRB- in which a tube is inserted to examine the colon -RRB- that could have been performed in a doctor 's office for $ 500 .","Other hospitals , she says , routinely admitted patients for a colonoscopy -LRB- in which a tube is inserted to [PET_BOUNDARY]examine[PET_BOUNDARY]examine"
1665,0,flew,TroFi_ORIGSPLIT,[43 47],TroFi.o.1384,"For the year to date , the airline said it flew 9.51 billion revenue passenger miles , up 27.6 % from 7.45 billion miles a year earlier .","For the year to date , the airline said it [PET_BOUNDARY]flew[PET_BOUNDARY]flew"
1505,0,strike,TroFi_ORIGSPLIT,[36 42],TroFi.o.3287,The outlook for the Peruvian miners strike remained cloudy .,The outlook for the Peruvian miners [PET_BOUNDARY]strike[PET_BOUNDARY]strike
1423,0,fix,TroFi_ORIGSPLIT,[186 189],TroFi.o.1308,"Medserv also signed a $ 10 million licensing agreement to provide equipment , training and raw materials for a dental-technology facility that will be able to produce enough fillings to fix 50 million Soviet cavities .","Medserv also signed a $ 10 million licensing agreement to provide equipment , training and raw materials for a dental-technology facility that will be able to produce enough fillings to [PET_BOUNDARY]fix[PET_BOUNDARY]fix"
518,0,flying,TroFi_ORIGSPLIT,[76 82],TroFi.o.1705,"When the U.S. expanded its gulf fleet a year ago to protect Kuwaiti tankers flying the U.S. flag , it left little doubt that it was siding with Iraq and the other Arab nations against Iran .",When the U.S. expanded its gulf fleet a year ago to protect Kuwaiti tankers [PET_BOUNDARY]flying[PET_BOUNDARY]flying
1808,0,absorb,TroFi_ORIGSPLIT,[54 60],TroFi.o.46,"The fatty deposits have a yellowish hue and therefore absorb more of the yellow laser energy than the surrounding , almost colorless artery wall .",The fatty deposits have a yellowish hue and therefore [PET_BOUNDARY]absorb[PET_BOUNDARY]absorb
