,Unnamed: 0,text,label
465,4439,"captures all the longing , anguish and ache , the confusing sexual messages and the wish to be a part of that elusive adult world .",1
790,3471,"although the film boils down to a lightweight story about matchmaking , the characters make italian for beginners worth the journey",1
238,588,"like dickens with his passages , mcgrath crafts quite moving scenes throughout his resolutely dramatic variation on the novel .",1
998,65,the invincible werner herzog is alive and well and living in la,1
876,2841,a movie that will wear you out and make you misty even when you don't want to be .,1
723,1922,a gripping drama .,1
973,4095,"we admire this film for its harsh objectivity and refusal to seek our tears , our sympathies .",1
975,5019,"to call this one an eventual cult classic would be an understatement , and woe is the horror fan who opts to overlook this goofily endearing and well-lensed gorefest .",1
962,518,"' . . . both hokey and super-cool , and definitely not in a hurry , so sit back , relax and have a few laughs while the little ones get a fuzzy treat . '",1
911,1671,the film offers an intriguing what-if premise .,1
299,564,""" antwone fisher "" is an earnest , by-the-numbers effort by washington . it won't rock any boats but is solid meat-and-potatoes filmmaking .",1
513,2342,toes the fine line between cheese and earnestness remarkably well ; everything is delivered with such conviction that it's hard not to be carried away .,1
3,2771,"this new time machine is hardly perfect yet it proves surprisingly serviceable . even at its worst , it's not half-bad .",1
589,3266,steers refreshingly clear of the usual cliches .,1
946,1437,trademark american triteness and simplicity are tossed out the window with the intelligent french drama that deftly explores the difficult relationship between a father and son .,1
597,1274,"dazzling in its complexity , disturbing for its extraordinary themes , the piano teacher is a film that defies categorisation . it haunts , horrifies , startles and fascinates ; it is impossible to look away . ah yes , and then there's the music . . .",1
610,746,frida's artistic brilliance is undeniable -- it's among the most breathtakingly designed films i've ever seen .,1
684,3797,"it's mostly a pleasure to watch . and the reason for that is a self-aware , often self-mocking , intelligence .",1
293,3462,"in other words , it's just another sports drama/character study . yet this one makes up for in heart what it lacks in outright newness . plus , like i already mentioned . . . it's robert duvall ! c'mon !",1
570,568,"[gai] comes closer to any actress i can remember to personifying independence in its purest and , yes , most intimidating form .",1
921,5034,"even though we know the outcome , the seesawing of the general's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses lends the film a resonant undertone of tragedy .",1
993,3132,could this be the first major studio production shot on video tape instead of film ?,1
999,1066,a deep and meaningful film .,1
693,4366,"it has a dashing and resourceful hero ; a lisping , reptilian villain ; big fights ; big hair ; lavish period scenery ; and a story just complicated enough to let you bask in your own cleverness as you figure it out .",1
832,109,"it might be tempting to regard mr . andrew and his collaborators as oddballs , but mr . earnhart's quizzical , charming movie allows us to see them , finally , as artists .",1
114,1116,"may be far from the best of the series , but it's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation .",1
794,2812,a coming-of-age movie that hollywood wouldn't have the guts to make .,1
412,5100,"a huge box-office hit in korea , shiri is a must for genre fans .",1
721,4927,"this new zealand coming-of-age movie isn't really about anything . when it's this rich and luscious , who cares ?",1
821,795,it's as close as we'll ever come to looking through a photographer's viewfinder as he works .,1
457,4766,the film will appeal to discovery channel fans and will surely widen the perspective of those of us who see the continent through rose-colored glasses .,1
642,1252,"in all , this is a watchable movie that's not quite the memorable experience it might have been .",1
374,3736,"allen se atreve a atacar , a atacarse y nos ofrece gags que van de la sonrisa a la risa de larga duración",1
546,4337,"visually breathtaking , viscerally exciting , and dramatically moving , it's the very definition of epic adventure .",1
176,4777,"a fascinating examination of the joyous , turbulent self-discovery made by a proper , middle-aged woman .",1
1004,4226,"[fiji diver rusi vulakoro and the married couple howard and michelle hall] show us the world they love and make us love it , too .",1
818,1259,"the film's almost unbearable portrait of sadness and grief transcends its specific story to speak to the ways in which need , history and presumption tangle , and sometimes destroy , blood ties .",1
